epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,12090.6,0.46291,0.29848,0.97219,0.98013,0.98212,0.98864,0.86989,0.60111,0.24758,1.06466,0.00999982,0.00999982,0.00999982
179,12156,0.46317,0.30008,0.97368,0.98021,0.98213,0.98862,0.86982,0.60087,0.24759,1.06451,0.00999982,0.00999982,0.00999982
180,12221.3,0.45988,0.29469,0.97269,0.98029,0.98217,0.9885,0.86963,0.60086,0.24777,1.06463,0.00999982,0.00999982,0.00999982
181,12287.3,0.45976,0.29625,0.97755,0.9803,0.98222,0.98851,0.86932,0.60065,0.24748,1.06483,0.00999982,0.00999982,0.00999982
182,12353.1,0.46487,0.2957,0.97469,0.98031,0.98229,0.98849,0.86912,0.60082,0.24731,1.06508,0.00999982,0.00999982,0.00999982
183,12418.9,0.46004,0.29425,0.97236,0.98043,0.98225,0.98847,0.87003,0.6008,0.24759,1.06525,0.00999982,0.00999982,0.00999982
184,12484.4,0.45847,0.29299,0.97037,0.98036,0.98223,0.98848,0.87026,0.60072,0.24751,1.06503,0.00999982,0.00999982,0.00999982
185,12549.8,0.45817,0.28952,0.97028,0.98033,0.98223,0.98847,0.87002,0.60068,0.24734,1.06489,0.00999982,0.00999982,0.00999982
186,12615.8,0.45972,0.29291,0.97291,0.98042,0.98224,0.98848,0.87009,0.60055,0.24674,1.06501,0.00999982,0.00999982,0.00999982
187,12680.8,0.46052,0.29473,0.97663,0.98028,0.98209,0.98836,0.87029,0.60065,0.2467,1.06533,0.00999982,0.00999982,0.00999982
188,12746.6,0.46208,0.2954,0.97408,0.98031,0.98212,0.98838,0.87076,0.60047,0.24683,1.0654,0.00999981,0.00999981,0.00999981
189,12812.3,0.45807,0.29405,0.96911,0.98025,0.98223,0.98839,0.87043,0.60049,0.24627,1.06558,0.00999981,0.00999981,0.00999981
